userid;bookid;score
270820;0451179285;9
248718;0898796482;8
250275;0061056073;9
240811;0451162072;0
241548;0345342968;0
251810;0515131091;0
251613;0060513640;0
250936;0373711034;7
242106;0553574663;10
264637;0373169884;0
275755;0836228855;0
264321;0002554119;6
258160;0140443045;0
266865;1558585346;10
262998;0312523262;7
274325;080411109X;0
252642;0143312014;0
249111;0345370430;0
241614;0590412795;0
275970;0140077022;0
245650;0671617028;9
276680;0767409752;0
255218;0440407435;0
243891;0440433053;10
245827;0373029780;10
241815;0060930535;6
252071;0425140601;0
259901;0345389417;8
262399;0786890002;0
251422;037310703X;0
254130;0440328810;10
242006;0380794470;0
242824;0440119383;0
245864;0307001245;0
250406;0805062734;0
243991;0393049515;0
242106;0821731394;0
267596;0151002967;8
256167;078601539X;0
260897;0028633822;0
257053;0140430016;0
247932;0142003514;9
275357;0425162443;8
242824;0373218311;0
246678;0141003871;0
260897;0892046740;0
264082;0380772566;0
248787;0349111863;8
247193;0812548051;0
263272;0821770314;8
259260;0525249699;7
263877;1552781631;0
248850;0668033738;0
264525;034543126X;10
240897;0762702877;8
271000;0312305060;10
257327;0064400808;6
257449;0140007512;0
242006;0380756277;8
275891;3442724643;6
262399;0515106402;0
273110;0425181464;0
246507;0671776800;0
264525;8772470658;6
264321;0915793024;0
266226;1568362129;0
273347;1881273156;0
240568;0786004517;8
246671;0843934727;0
252806;1858284724;8
268932;0590922513;0
271538;0446603929;0
246655;0671689746;5
272260;0451521250;0
246175;0312980159;7
259542;0312267436;0
271466;0452282292;0
262659;8807815915;0
254899;0895267136;2
247030;0140365869;7
271375;1558218823;10
262618;0385720904;0
258534;031226772X;0
257620;0553263528;0
246617;0413696804;0
253867;0671822209;0
248496;0425161722;9
261214;3453213858;5
268147;051509160X;0
270350;0446531332;0
265115;0446604682;0
276563;0446386405;5
264082;0373706200;0
248656;1400034779;8
268030;0811201880;7
269946;0914234161;1
243942;0374129983;0
268691;0688063470;8
258185;0373791372;0
262070;8440646577;0
268711;3518394460;0
249894;0671319728;0
244007;0312287712;0
274004;0312421435;0
259028;0804119759;0
257204;0061054909;8
274609;0843945621;0
271538;0060976845;0
257204;0345335457;10
264634;0060175400;0
257854;0941104052;0
247429;0517371464;10
258152;0886777631;7
250764;0553572806;0
246655;0821776436;0
275970;0679747621;0
271460;0515131504;5
263383;0440224764;0
246671;0449225119;0
269625;0515130044;8
250330;044011120X;1
253482;0061015725;10
264082;082175856X;0
245489;080410753X;8
247447;0441003745;0
241441;0848711505;0
247097;0553260111;7
251613;0671739786;0
261037;033033834X;5
274325;0425158608;0
259114;0937347086;10
248572;3442413982;8
273984;0553582178;6
269566;0553142070;0
259259;038550120X;9
267510;0140265988;0
256167;0373707169;0
252695;0385188633;0
264031;0440237009;0
261886;349223643X;7
254465;037324388X;0
266753;0743223225;10
268956;0517702622;7
242268;0446519693;0
243585;0425175405;0
271284;0440128595;0
241614;1568383657;0
267946;006019538X;7
275994;0380718332;0
245963;0064401324;0
271284;0425052478;0
254547;1551669463;7
250405;0824207181;9
257327;0553212087;8
265595;0312131720;0
255526;0515133973;0
264321;0345315723;6
268330;0553250426;0
244420;1556618662;0
242646;0440236665;8
243745;8420613487;0
250398;0399148760;6
246636;0393049086;7
274004;1843910500;8
244572;0425050149;6
271284;0515088366;0
252848;0373092377;0
265653;0385188579;0
271284;0425133540;0
265784;038070336X;0
261105;3423206365;0
276688;0553569155;0
243930;0440234743;9
273113;1551665344;5
244147;0312952716;0
244349;0345352661;10
249924;0435900064;0
266056;0449005577;0
260662;0446604208;0
260897;0142000655;10
274979;0446400513;8
248477;0316569321;9
254064;0877017883;10
247829;0060392452;9
243930;0553572350;0
270754;0553261908;7
265313;0060176539;0
274061;0373106823;0
265498;0345339703;10
266466;0670869902;3
242029;3499233517;7
245963;067175145X;0
269566;0440119383;0
240258;0553210793;0
263460;0440235960;0
245963;034531221X;0
242106;082175677X;0
269502;0688156134;0
246776;0671024183;0
259901;073641150X;10
245827;0671036645;0
272988;0671786040;0
259629;0425162591;0
244688;0670894508;0
274004;0099771519;0
269773;0061099341;9
265918;0763617229;0
268110;1573225789;5
246513;0156028158;0
242528;0671027360;9
258083;0393043762;8
242299;0740718770;10
252071;055357695X;0
246634;067168390X;0
242361;0449210820;0
264637;037324472X;0
243293;0440863473;6
250405;006018552X;0
262902;0670881449;5
242499;0441758878;5
251422;0373970978;0
240484;0804115419;9
242824;0373194951;0
274363;0740738224;0
264862;0345370805;7
256844;0441117732;0
250368;0670030457;7
258011;0679756450;10
269566;0671445928;0
264637;0671743503;0
266226;0066620759;0
274549;0446382817;0
259380;0671645307;0
252071;0671744577;0
254465;0373704380;0
247966;0767902521;0
240219;0380785218;7
245182;0723234981;0
242824;0590997300;0
249527;0345313860;0
266312;044912505X;9
261829;0671685635;0
274835;3404612167;10
265403;034528710X;7
256167;0373169957;0
241980;0843951532;0
243891;0553211013;0
254064;0884861244;0
245088;034532451X;8
241214;0440210925;0
254064;0312254954;5
258690;1551664968;0
253821;1559580887;0
267635;0440211921;6
251754;0446348287;0
242640;0679402195;0
251003;0385490992;8
266428;089480619X;7
261749;059045370X;0
261412;3596221242;7
242989;192890100X;5
248965;0553580078;4
252392;0140039236;8
261105;3423204192;0
257327;0446519138;0
263460;0316782262;0
268110;1587493705;3
254235;0374129983;0
251613;0448060191;0
250330;1573220019;0
242824;082176537X;0
254899;0684124300;0
244685;042515601X;9
253556;0810957256;0
240677;0066214440;9
253821;0373482957;0
252695;0373190875;0
249862;0441172717;0
248718;0553582534;5
246655;0373028555;0
243929;0060959037;7
271711;0385503857;0
251394;0440224608;0
245231;0553275542;6
251422;0553246666;0
272654;3442440947;0
258534;0440213991;9
242646;0142004235;8
272482;1902825160;10
249894;044121603X;8
257204;0440225817;0
255468;0880299053;7
258185;0671795554;0
247852;0425104257;0
240783;1563521024;6
251519;0786709197;0
244349;0345370066;0
255092;0060977264;0
247447;0553574094;0
253005;0316693324;0
246687;0061054437;9
249628;0064400816;0
260531;0449236889;0
275857;0425178102;7
269566;0553281372;0
256023;1853260622;9
246766;0962410225;5
253386;0440226430;6
271144;0316776963;0
255814;189939835X;8
246959;0812574567;10
268657;0060533986;10
249732;0920852130;0
250510;0449911438;0
274308;0440157935;0
263460;0786882530;0
256843;0312291639;0
270713;1579546463;0
261291;0743400518;0
263383;0553270222;0
240541;1579651895;7
268622;0684841347;0
247447;0373691211;0
254915;0552999458;7
273976;0786866705;5
273906;3423004002;0
273979;0679428887;0
246711;0553569481;6
245963;0451179900;0
255577;031600023X;0
269527;0552996963;0
258185;0446611468;0
252071;037383599X;8
274111;0888392311;10
275832;0671023217;0
246908;3442442354;7
266807;0380703130;0
265115;0451188543;10
244375;0877851689;0
256407;0446602612;10
246671;0751506427;0
244635;0425172996;0
251844;0451451384;0
245371;0486272842;0
265115;0380792540;0
246655;0451173139;0
242083;0446344303;0
244627;0440235448;10
259829;0515117234;3
265313;0451172817;0
252510;3257231148;5
274061;0345384911;10
269732;1551668998;0
269752;0886773520;0
273971;0070704309;0
270226;0312195516;10
263460;0060528737;0
244349;0449238342;0
267538;0312982615;6
264031;1564781321;0
255267;068484477X;0
267184;0441783589;8
265889;0515122750;0
254465;0373271115;0
256167;0786808497;0
242106;0843933453;0
275531;0679754911;2
252703;0142003492;5
249628;0425153061;0
251843;0060012897;10
250184;0553581023;0
254822;0440194784;7
269566;0440222656;0
266056;0345356403;0
256167;0786840013;0
262998;0806902914;8
245313;0452282195;0
255489;1565300289;0
245827;0064407667;0
268833;0451525914;0
262998;1864484160;8
269114;1560230371;7
267259;0330267388;7
258938;0385336810;0
270554;0446530522;0
252634;3426613212;0
269566;0528882716;6
252846;1591820057;9
244994;0451155750;0
243768;3716022616;0
258913;3453159055;6
247166;055321313X;0
249628;0671743805;0
261105;3426774496;8
268694;0515112305;0
252698;0380818973;8
268300;0764150987;6
273110;0446603716;0
254899;0915442841;7
245182;0749317647;8
254465;0312998902;0
258534;0671496107;9
266864;0836204247;7
246655;0345381653;0
259371;0316769495;9
261829;0373790872;0
246311;0786868090;10
247638;157734684X;10
266866;0316601950;0
263480;0912776803;0
265299;0440226430;5
245645;0842342982;7
251422;0553278274;0
265313;0553213172;0
247447;0553582127;9
268110;0375725784;0
257450;0029638801;0
274804;3404147472;4
260502;0553567071;0
265313;0060192003;0
273089;0312868723;10
262521;0786868716;8
243328;0312309686;6
272626;0316287555;0
251339;1566840287;0
240621;0451212169;8
274061;0380767635;10
251140;0061097659;8
263877;0380820781;0
264321;0553576607;0
252820;014043187X;9
252848;0446364282;8
248718;0060508108;3
249628;0515112305;0
251422;0192834118;1
266226;0740734377;0
242639;0441172695;0
265500;0553106333;10
259057;1593080271;0
261904;0743202694;10
261105;0140285083;0
259745;0446358576;0
251730;0505519887;0
269566;0312956983;0
264637;0373764006;0
252695;0805031383;0
245963;0345335538;0
248718;0140291091;8
274049;0380814005;0
245963;1558172386;0
273770;0671745247;0
274308;0821717006;0
244627;0373708475;0
269566;0803706715;8
255092;1573220388;10
261712;0152167110;0
244309;0312872577;0
254676;0399136703;0
261105;3499229927;0
265889;0451410947;9
265643;0385720106;6
257820;0553486799;0
250794;0151327653;0
246907;068419564X;0
249838;3404131509;0
244928;1880913089;0
266226;0061009504;0
272482;1902825462;10
262298;0345313860;7
271176;0425062333;7
265889;0380818957;9
244171;0156028778;0
266299;0609604996;3
251495;0231110936;0
251642;0345362861;0
263877;0440241073;0
241100;0440157587;9
265205;0060930535;8
247055;0515112690;0
267175;0590465716;8
245963;1561792209;0
263460;0953686604;5
268639;037324553X;0
257554;0394722655;5
271705;8420484385;10
253556;0830819223;0
252598;0140620249;9
266854;0449205029;0
275970;0192804669;0
245371;0192828231;0
246671;155166450X;0
242073;0425157539;0
260531;0553092529;0
248531;0316602051;0
264329;0425039102;0
255846;2253002860;0
247429;0452266238;0
267249;0373691300;0
251423;0140074481;5
253871;0553278355;4
264947;0440185327;0
245963;0345347226;0
245312;0449911683;0
264543;0449213773;0
269566;0451204530;0
274308;0440156645;0
251613;0830707913;0
243820;0766607119;9
274301;0385153090;10
272838;0553278398;0
247958;0373270968;0
265313;0894716905;0
275970;0345449126;0
265115;0393316009;0
269841;0812570758;6
266854;0394824571;0
271460;0425182878;9
269566;0061099686;0
250764;0140167943;0
262535;345321093X;5
269719;0380718340;0
251339;0671027069;0
241933;0030686784;10
267587;0451180550;0
269719;0451410386;0
245978;0020217811;0
264321;0345366638;6
241306;0671693832;0
262399;0590386336;0
265889;0345447867;0
256167;0836220854;0
268932;0140543090;8
259243;0399144463;6
242118;0312957793;0
251423;0140089225;8
241804;0875964605;8
244277;0099297213;7
262998;0140444432;8
252848;0373289731;0
251495;0553200275;0
272495;0440216540;0
269566;0394828925;0
276229;067103992X;7
266697;0440236703;9
264525;0821769278;4
244995;0349113920;0
251739;0156528207;8
245963;0553802453;0
240568;0345440773;0
265179;0679764119;7
243863;0345434803;7
246776;0749703652;0
274308;0373292120;0
244688;0679889361;10
261603;0671496174;9
267033;0345430573;8
259711;0671774646;7
262399;0425190919;0
260183;0575073195;10
244688;0140270590;0
271284;0440124506;0
242050;0446604089;7
268833;0679766626;0
243077;0062733214;0
270426;0446360325;9
268032;0380703378;0
270820;0451179188;0
265115;0590568736;0
244627;0312131518;10
240568;1558177353;6
249953;0967038405;10
274061;0425087395;0
274808;0679872760;7
257024;0425147622;10
268330;0880381752;0
271593;0060248025;0
246388;0142004235;8
272715;1855494981;0
267033;0399141960;0
243236;0440900794;7
249628;8775011573;0
254289;0842329129;10
258152;0446600962;0
273979;1573229865;0
245963;0451124995;0
272052;1576582442;0
241666;0385337418;0
269438;0553405365;0
268110;0449002632;0
245371;0679772677;7
271448;0141312424;0
264321;0345362594;0
244007;0684830558;0
265202;0618197214;0
260498;0553582763;0
266226;0446523437;0
245827;0866254013;0
251844;0425184234;0
252224;0345361792;0
266355;0345347536;7
244814;0064440508;10
241268;8433970151;0
273366;0553103105;10
273190;0803893671;10
259625;0439284864;0
274959;0316769495;10
267282;0671618636;8
252695;0140094040;0
269321;0345441133;0
275922;044021145X;0
266239;0393301311;0
269566;0553348213;0
263877;0440120500;0
251394;1573221112;0
275970;038549081X;0
261105;2879290740;0
264996;0805420266;7
257204;0812507428;0
261768;0152374493;0
262186;0060929871;8
248718;0345245377;10
243426;067084943X;8
242037;0785113797;8
254467;0446531413;0
269566;0689829892;0
251251;0553583166;7
251050;0375415726;0
267033;044011585X;0
242006;0373079915;10
253871;0743418174;10
263877;0749395605;0
257024;0345384377;0
242106;0373118090;0
255979;0571205569;0
259114;0451521722;10
274421;0375703764;10
242299;0061092614;0
246846;0399127739;0
244277;0312305060;7
261988;0345286626;0
256989;0553578022;10
248718;0684853183;8
256807;044023722X;9
246776;0316602051;8
255489;068485466X;7
240568;0385471440;0
253859;8481300543;5
270713;0316314781;7
254481;0671042572;0
263344;0142001384;0
241548;067102096X;0
260897;0440235596;6
261242;0375703764;8
257554;0684874350;8
273979;0786886307;0
274400;0553097172;7
273609;0192833561;7
270666;0553575384;9
249894;0786881852;0
258769;0575075260;8
247461;8423310353;7
266741;0380793679;0
261412;3458323309;5
268622;0140067477;0
269378;9871138148;9
255218;0375406271;0
245839;3552051813;0
257700;1875137831;7
264997;059043411X;7
263872;0140390596;0
248718;0898795249;9
242309;0684856093;6
259378;0949206571;0
249111;0684870762;5
250764;0553285599;0
263163;0140303588;0
251642;0812590562;0
273113;0373218400;5
275281;088038767X;0
243490;0380393212;7
266829;1565101006;5
276680;0684813076;0
267249;0345443284;0
263163;0894903136;0
247521;034532093X;0
257103;0345443284;0
258152;0812514432;0
241005;0688167810;0
254676;0446364193;0
249894;0671876244;9
252454;0140004211;9
272988;0609605801;5
246671;0749719133;0
274301;0702020206;10
274301;1855856905;10
241822;0886193540;0
248168;0425171396;0
264321;0373115679;0
257700;0373707657;6
266056;0060002492;0
275970;0738504297;0
252071;0345447840;0
243745;8432206768;0
245963;0451131878;0
276018;3453042905;0
274882;2290319872;5
273110;0451202317;0
247129;0425151247;4
246671;0380774437;0
247201;0440217563;0
245295;0345351525;10
245963;0399506470;0
243879;0452269652;0
275305;0440203430;0
251003;044651585X;0
269719;0425164934;0
257483;0525945768;0
250962;0553294385;0
271144;0060921145;0
246655;1551668270;0
245963;0394719131;0
275239;0671747134;0
264525;0943233437;7
271284;0671867113;0
266226;0786880007;0
265221;0345333152;0
274308;0671001795;0
263877;0762406127;0
265115;0394700031;0
265383;0671494597;0
259629;0449223450;0
264321;052594673X;5
260453;0671705261;6
253923;0786863137;0
274004;0352329378;0
248107;0385335482;8
270820;0375827196;0
242106;0688059457;0
248531;0345425308;7
271705;0140293248;0
243942;0452267307;0
257132;1930486294;8
275281;039914210X;0
266753;0140445277;0
253271;0349101787;5
257703;0061097101;10
254278;0812515560;5
269738;0553289594;10
247752;1551665514;0
248718;0449146979;5
242299;0451132378;0
265899;0143018809;0
254465;0373122748;0
262998;0393314987;0
251642;0061096857;0
257430;3499228688;3
251613;0891094229;0
242073;0452262143;8
271705;0140187510;8
273718;0711705577;5
246617;014131110X;0
257492;039304050X;10
270838;0553382810;0
274549;0804812802;0
241344;0451155750;0
243930;2080648411;0
252006;0312978383;0
262051;0375502238;0
246655;0373224338;0
240567;0060740450;0
269566;0440436834;0
253821;0312953240;0
254465;1556112262;0
246000;0892873833;0
264657;0451191145;10
240403;037550298X;8
240441;0671042262;0
276487;8423307379;4
262219;0515126098;0
247166;1853260207;7
241239;0140366938;0
246513;0812514009;0
266865;0961776617;0
274308;0373710011;0
269557;0446364193;0
251394;0679433740;0
267293;0452264464;0
271705;0140622063;7
244995;0440369061;0
242220;0312982518;5
248922;0345433491;0
251613;080246808X;0
271859;0684801469;0
259155;2253005274;8
250764;0821728083;0
241005;0316168688;9
254377;042518580X;6
258884;0446365505;8
244602;0140366717;0
243077;0740713922;6
258152;0375708111;9
266226;0525469443;0
242006;0380795116;6
240528;0520228014;0
247818;1899344020;0
246313;0889951063;9
242824;0553578901;0
245827;0671785818;0
263323;0671578790;0
265115;084233226X;0
242824;0373097301;0
245827;0030591724;0
250984;0064400018;0
250630;0939416727;5
274061;0385199570;10
260212;0316693863;0
241666;0743246349;0
264321;0380752972;0
245963;0761512977;0
258534;1569473285;0
255218;034527427X;0
253080;0670862231;8
251822;0061059153;0
248718;0886775000;7
246655;0440212758;0
274549;0743437802;7
250705;0061012491;0
267630;156305664X;10
257962;0425067572;0
251613;0441790348;7
249111;0590921584;0
254971;0915811006;0
273718;0971880107;0
258690;0446604089;0
275922;0553096834;0
267326;0446403229;7
259155;2253004219;8
263539;0842319069;8
252829;0439136350;10
244995;186066170X;0
241548;0312192401;0
271494;0689710879;0
247423;0446606812;9
249736;0451198794;0
270713;0743246071;0
245978;1877741094;9
274065;0595267890;0
269289;0060930535;0
259829;0586060820;0
243077;1887432736;0
252695;069452008X;0
255489;0394573277;0
271705;0156005484;8
262399;0446610550;0
251102;0553276743;0
245963;3125997100;0
258352;0786863129;0
249111;0440502446;5
273110;0373122616;0
259625;0439095522;0
242083;0452281903;0
259625;0060528117;0
268589;0812577701;0
258152;0671721135;0
269566;0553292153;0
254355;0373241135;8
245410;0670910236;9
259028;055321828X;0
263272;0812570820;0
247165;0805073205;7
257761;0345370775;0
250725;0812551699;0
270051;0971880107;1
248496;0451118596;7
275650;8440685270;0
253821;0373292090;0
259582;0425171892;0
249628;0671036645;0
250383;031231034X;0
259452;0553118773;5
242260;039540469X;0
251608;0140071814;8
276538;3122060507;7
246734;0887230032;8
259901;0064405052;0
271245;1560250801;0
242824;0373106386;0
272423;1551669250;8
274061;0373116993;0
242645;0878881859;0
249628;0380808080;0
260447;0345373707;0
266798;0345428811;7
249759;0671004549;7
265115;0380973170;5
252642;0316881791;0
245963;0804109540;0
258553;0671026364;0
257204;0345409329;0
243213;2277119369;9
252222;0060955775;0
271245;0373035365;0
240272;0385335482;0
242640;0767902890;0
251613;0310516714;0
261743;0440184886;0
244736;0425169693;0
252007;3442541751;9
273599;0553260960;9
246513;0312195516;0
268330;0380702843;0
251339;0373483953;0
256407;0375804358;10
265115;0060926317;0
242409;0879052686;0
272983;1565122992;7
250342;0836221850;8
257618;0851123287;0
240401;0439227143;5
274549;044023722X;0
270352;081917825X;5
269566;0373441363;0
256659;0449218473;0
258382;1593080204;9
247083;9722109030;9
255489;0687418909;0
265889;0263150070;0
273038;0345327349;0
244171;0743400526;0
244602;1852137665;0
256407;0380710218;0
266056;0060195622;0
273979;0812969812;0
251394;0060975547;0
259629;0523423241;0
276680;0743448189;0
266807;0060504110;0
268032;0380018179;8
259378;070181585X;0
266662;0312050577;6
256251;0525461116;0
265115;0345438825;0
245608;0515136379;7
268300;0345303067;8
268622;0446677450;10
263460;0553292137;0
264317;0140386335;0
276602;3596237874;0
262998;0413588106;0
248003;0948661593;0
269728;0743408950;5
244662;0373123523;8
265504;0385503822;7
264311;0609601032;7
255866;848403030X;0
254377;0446611751;0
271284;067178059X;0
259380;0452279259;0
249361;0812534603;0
267644;1557253463;0
247429;0373872410;0
257145;051770739X;5
261743;0310606306;5
272862;3518367749;10
271284;0821725130;0
254465;0060507365;0
240829;0792268776;0
243077;1565041941;0
255218;1558532854;0
259006;0152380418;7
251495;0451190394;0
276231;067976402X;7
242106;042507367X;0
241666;0446531391;8
272640;0821739190;0
251331;1557732922;10
242409;2707306959;10
251325;0380819368;7
271284;042516098X;0
258352;1551660660;0
243651;0373106238;0
246655;0373707959;0
250184;0743237188;0
247201;0449223612;0
257204;0886775671;0
267635;0743221990;0
246655;0451197410;0
265553;0060809868;7
252007;0399148701;0
270241;0810939983;6
270971;0380701006;8
265115;0451205774;0
273110;0934798346;0
264321;0451161130;3
254467;0060586370;8
245925;0399148027;10
272348;0425178234;4
268110;1892514818;7
241791;0802130127;0
264031;0515120898;10
273086;0688178456;0
245963;0440482569;0
275281;0449910237;0
241011;0195085140;0
258534;0965703851;0
254370;0375725784;0
250764;0440203856;0
246655;0345311396;0
269439;0312968302;9
251394;0806903481;0
260239;3442439973;7
269031;0441783430;5
241614;0520055977;0
244277;038572179X;0
266792;0441006817;7
242824;0373108567;0
242824;0380774933;0
255489;0373097115;0
262998;0340770287;7
254206;0441031277;10
252071;0446608653;0
270352;0812018680;7
252314;0070466149;8
244688;055357874X;0
252637;0373706421;0
275806;0515095826;0
250764;0425126455;0
258323;0373029543;0
248718;0553575570;0
275673;0380703122;0
267791;9023406176;0
255489;0345297180;0
266865;0375702709;0
242106;0821736892;9
242824;0821761226;0
262843;067976402X;0
255489;0446530891;8
269566;0440124344;0
274609;0671008137;0
267249;0439424690;0
269157;1562828479;0
275111;1558585362;0
254971;0345337662;0
249829;044651747X;0
258150;0380730103;8
241198;3462030469;0
270995;0385333625;0
256402;0842329250;8
249628;0345361792;0
248718;0028604954;8
271538;0452283795;0
271959;067169863X;9
269566;0316817171;7
266226;0806999780;0
264321;0671520024;0
271836;3404204433;8
266226;0553579975;0
262169;0152046801;0
242299;0375812423;10
255017;0671719114;9
245827;0960688609;0
250300;0140276904;0
269719;0440241812;0
244277;0751531294;0
243930;0941807703;0
244627;0345443381;8
248477;0743407865;7
250368;0679439382;2
274301;0312050844;0
247752;0425173003;0
274308;067167725X;0
252775;0882681869;0
265591;8483100630;0
245827;0688158056;0
256247;0099181827;0
240567;038531387X;9
271284;0821720406;0
266866;0330029436;0
240811;0553568027;0
261685;0590568779;0
247447;0590483463;0
269648;0743227433;0
247241;0515116750;7
262896;8804370874;8
266226;0525940413;0
271195;0024103659;10
271705;0486266842;0
270353;0002558122;0
244662;0373630662;7
254467;0743244249;0
244627;042518286X;10
257962;0836218515;9
273154;0553271091;7
269566;0380872625;0
249695;0314043756;7
248718;0345374266;7
243745;0595256368;9
245645;0553272535;9
261768;0061065749;7
260183;0860681297;9
262953;0821770497;7
272077;0373243766;0
271195;0743418204;0
271284;0843937793;0
248496;0440211727;10
268932;0373511426;0
271448;042513699X;7
265658;155874262X;10
242073;0590104292;0
255089;0312262671;0
273857;0553234978;0
252820;0140105115;0
275276;0385482418;0
268032;014100018X;8
243848;3518401343;0
270737;0684813637;9
273086;044021145X;0
267830;043935806X;6
269009;0575075589;0
265027;0552144789;8
273190;0446600415;0
240267;0375727345;0
244484;0060005548;9
261355;0679746048;0
272546;0439087880;6
264543;0140092323;0
245963;006096491X;0
259155;2226118330;7
258534;0743247752;0
262998;0571131115;0
245963;0515092266;0
258152;0553297600;0
242106;043935806X;10
248613;0671721224;7
266866;0590112899;0
265889;1575663708;0
245963;0060092653;0
275322;0971880107;0
254465;1575663880;0
268939;0380789612;0
262271;0553232320;0
258534;0141439610;0
249862;0385334621;0
250709;0806524138;5
251394;0440234921;0
252642;0312155352;0
249628;1563974010;0
241614;0395837383;0
260447;0679764925;0
241980;0786010924;10
255218;1400031060;0
253389;0553574736;0
268110;0843136685;3
252045;0671709453;9
261829;0345425308;6
266164;0743477154;0
265656;0449001954;10
267162;0631206248;8
249044;0515134279;10
274111;0486219763;8
260965;0684825414;0
271284;0671678353;0
268030;0515131229;0
253678;0871137755;7
245839;3518379089;0
250405;0060165766;10
268030;0375727132;0
262248;0380009161;0
258185;0743467280;0
255218;038070935X;0
245963;0671663208;0
267249;0553279378;0
274308;0373112378;0
269817;3499222299;0
250405;0843950609;0
271284;0425120279;0
243077;0399143947;0
268330;0451188055;0
274061;0373254490;0
255618;0345436911;0
264082;0671004573;0
265115;0807127361;0
265834;0140433058;0
242828;0743485068;10
269777;0733608418;0
274645;0684833638;5
242083;0452280826;0
251422;0373160844;0
268030;0140286802;0
252865;0061082899;0
245371;1851681949;0
247423;0452260116;0
245963;083611714X;0
271245;1551668831;0
253771;1572840323;7
269562;0385729332;5
253226;0786866470;7
247241;0671644467;0
242273;1578631610;8
274466;0553275860;7
266226;0684864061;0
274680;0064600424;5
255489;0671870963;0
244124;037570700X;10
256407;0679403558;0
243891;0892964456;9
274808;0671021001;0
246513;0670891568;0
273979;0440200563;0
254450;0446527785;9
245963;038080302X;0
258152;0316491977;8
269451;0553076256;0
270554;0385510012;7
246655;0440224853;0
273258;0061031992;10
245963;0446300551;0
252693;094148307X;0
258185;0671524208;0
261105;3442760070;10
264082;0373706421;0
253106;0385306024;0
274808;0440417074;0
265115;0830819185;0
247429;0806988789;10
246903;0822596709;10
240225;1889199036;0
245963;0865471975;0
269566;0684169495;0
266718;0440979757;0
245963;014017737X;0
262118;0440407524;10
264082;0373288239;3
250961;3522171810;7
240401;0936185767;0
265444;0684802090;0
252846;0140442847;10
256545;0553264915;9
247752;0399151540;0
249684;1854581309;0
253852;2290321559;9
254084;0590635344;0
268657;0448089483;0
266226;0446678546;0
247852;0345413881;8
265257;0684718081;8
267609;3729606409;0
258534;0679435549;0
251844;0152045562;7
249159;0300090803;0
264031;0873386892;0
245963;0553567675;0
250510;185283952X;0
259260;0380711532;0
251140;0449231046;0
254676;0671867091;0
254754;0446357693;0
252071;0440241162;0
257204;0345354133;0
276184;8466302263;0
274004;9626341157;0
270552;0843950374;9
257450;0967967104;0
249628;0553252364;0
258185;0373250576;0
257204;0441081347;0
252071;0380781506;0
264862;0425067866;8
248496;0671648861;9
245499;3596136202;6
266601;1852421649;0
258240;0451408098;0
241432;0880389206;0
258871;0963190903;7
259741;0066211611;0
261829;0312966555;0
264321;0373243669;0
257327;0441775322;8
251613;0812585151;7
258185;0380773554;0
263344;0385469683;0
269728;044190923X;0
250184;055325510X;0
256407;0553572326;0
250936;082173766X;0
250330;0446527297;0
268691;0385475721;0
254465;051513239X;0
263877;084394921X;0
274277;3499234785;7
253519;0425167313;8
240568;0671025333;5
252695;0299109143;5
258482;0385490437;8
258938;0671864173;0
245179;0312305060;8
271516;3404141970;0
266226;0671004107;0
259740;0140328726;10
241459;0425092917;10
242824;0804106681;0
245645;0449238040;0
266226;0451204476;0
265595;0061064297;0
254543;0553583077;8
266466;0684836491;9
245664;1576751252;10
267569;0688107559;8
245827;0671502689;0
258690;0671568841;0
259629;0375411992;0
264321;0752517783;5
268179;1581510330;0
252903;0140587357;5
276038;0684872153;8
271284;0553256238;0
240700;0152045694;7
255255;8476040873;0
273190;0894808249;10
261430;0385720483;8
258534;0763616052;0
264321;0373292171;0
252764;0060987103;10
264311;0312276982;9
274477;844140352X;7
254465;0373218524;0
250405;0881503029;0
271448;0312867808;9
264185;8885989403;8
254822;0679759336;9
254206;0441223745;10
240700;0440413141;5
266410;0141000198;3
269040;0786889306;3
240789;039592720X;9
258482;0890131392;8
245604;0515131229;4
242143;0451156609;0
255161;0751513792;7
253476;0743446135;0
252695;0373263783;0
249894;0345256344;8
267249;0440212499;0
269566;0553248642;0
268330;0553058169;0
262186;0761523065;0
275970;0767910036;0
268110;0449910237;8
259008;0446608297;0
246311;0316816884;6
273167;0553565060;5
252695;0515128546;9
274308;0373262493;0
246230;0842342702;7
271284;0446303038;0
243514;0385494246;0
246722;0684850265;0
275218;0618129030;9
246247;0345335082;0
264947;0449221490;7
267510;0440213525;8
253556;1565076389;0
259205;3821829494;10
251422;0373029233;0
252848;0887309488;0
274423;0671797468;9
258378;0932592007;0
256407;0553569635;0
251613;0877848564;0
242824;0553285947;0
259829;0425036596;0
261859;0061009059;0
248289;0722539401;5
245864;0671727095;0
259234;0451526759;0
251059;0312970897;0
258152;0441089348;0
271284;0425067890;0
259380;0373167598;0
246655;0373258003;0
242456;014027944X;0
248718;0802114261;8
245963;0385041144;0
264311;0966240871;0
259430;0440214041;0
241537;0575055693;0
240366;1841151165;8
265313;0886779502;0
244586;0349111863;0
268030;0312278497;0
259118;051770434X;4
267830;0517573822;9
266226;0300046014;0
244892;0140238212;0
272296;0060930187;7
266753;0449148726;0
274308;0373612710;0
266226;0451208331;0
248718;039914563X;9
